session_pitch_id,releaseHeight,horizontalBreak,spinClockTiltHour,date,szx,szy,selected,verticalBreak,_hour,videoPointerID,speed,no,pitchType,_minute,spinConfidence,spinEfficiency,releaseSide,trueSpin,date_original,_month,_milisecond,strike,sessionID,_day,truespin,_year,pitch_id,spin,launchAngle,_second,spinAxis,releaseExtension,rifleSpin,gyroDegree,mode,_id,spinClockTiltMinute,horizontalAngle,memo
1038,6.0481063740225185,16.8,10,2019-10-01 00:00:00,5.1,5.1,False,11.8,19,,74.1,34,6,41,0.866333842,97.3,3.2278817207856454,1913,2019-10-01T19:41:53.000Z,10,0,N,43,1,1913,2019,1569958913,1967,-2.952603,53,01h:52m,0,-456.408142,-13.4,1,103109,8,-4.8,
1039,5.9704138542193865,17.5,10,2019-10-01 00:00:00,6.7,0.7,False,11.4,19,,74.8,35,6,41,0.8280975,100,3.2043820816423145,1942,2019-10-01T19:41:27.000Z,10,0,N,43,1,1942,2019,1569958887,1942,-3.589182,27,01h:54m,0,0.9786055,0.0,1,103109,6,-4.1,
1040,6.5629962698182736,0,10,2019-10-01 00:00:00,-3.1,29.2,False,0,19,,81.7,36,0,41,0,0,2.700951628121195,0,2019-10-01T19:41:07.000Z,10,0,Y,43,1,0,2019,1569958867,1982,-3.313648,7,0,0,-369.13443,-90.0,1,103109,50,-3.9,
1041,6.322932293075424,-6.6,5,2019-10-01 00:00:00,-12.4,27.1,False,-11.5,19,,68.4,37,3,40,0.8822484,52.6,2.75423130339903,1132,2019-10-01T19:40:48.000Z,10,0,N,43,1,1132,2019,1569958848,2151,1.37816,48,07h:00m,0,1829.16016,58.2,1,103109,0,-3.3,
1042,6.325654405940455,-6.8,5,2019-10-01 00:00:00,-22.4,14.3,False,-15,19,,69.4,38,3,40,0.984220862,68,2.7150866183001603,1332,2019-10-01T19:40:33.000Z,10,0,N,43,1,1332,2019,1569958833,1958,0.9117938,33,06h:50m,0,1434.95374,47.1,1,103109,10,-4.1,
1043,6.30960926155911,-7.1,5,2019-10-01 00:00:00,2.3,-19.5,False,-17.7,19,,67.8,39,3,39,0.8723042,76,2.7605154241434904,1616,2019-10-01T19:39:49.000Z,10,0,N,43,1,1616,2019,1569958789,2126,-1.30289209,49,06h:46m,0,1381.232,40.5,1,103109,14,-2.4,
1044,6.3340026342996,-7.7,5,2019-10-01 00:00:00,3.8,34.7,False,-16,19,,67.2,40,3,39,0.857512653,74.6,2.656230154956105,1538,2019-10-01T19:39:25.000Z,10,0,Y,43,1,1538,2019,1569958765,2061,2.58618474,25,06h:48m,0,1371.94312,41.7,1,103109,12,-1.7,
1045,6.470863690938075,0,5,2019-10-01 00:00:00,15.2,42.1,False,0,19,,67.9,41,3,38,0,0,2.5958248070952603,0,2019-10-01T19:38:57.000Z,10,0,N,43,1,0,2019,1569958737,2117,2.62400436,57,0,0,1283.23474,90.0,1,103109,40,-1.3,
1046,6.7623097215648,10.2,10,2019-10-01 00:00:00,8,15.3,False,16.5,19,,79.6,42,0,38,0.887142241,97.8,2.623019141126097,1719,2019-10-01T19:38:43.000Z,10,0,Y,43,1,1719,2019,1569958723,1757,-3.76169038,43,01h:06m,0,-365.296082,-12.0,1,103109,54,-3.2,
1047,6.1632480408642,0,7,2019-10-01 00:00:00,12.7,62.4,False,0,19,,66.1,43,3,37,0,0,2.9280590595687603,0,2019-10-01T19:37:54.000Z,10,0,N,43,1,0,2019,1569958674,947,4.62995052,54,0,0,-903.4523,-90.0,1,103109,0,-1.7,
1048,6.308362017462727,0,10,2019-10-01 00:00:00,-4.9,52,False,0,19,,67.8,44,3,37,0,0,2.94178346903844,0,2019-10-01T19:37:20.000Z,10,0,N,43,1,0,2019,1569958640,3011,3.66378045,20,0,0,-73.7043839,-90.0,1,103109,6,-3.0,
1049,6.374748828587256,10.4,10,2019-10-01 00:00:00,-2.5,18.6,False,17,19,,80.5,45,5,36,0.8757021,99,2.901809505723086,1791,2019-10-01T19:36:47.000Z,10,0,Y,43,1,1791,2019,1569958607,1810,-2.98999953,47,01h:04m,0,-261.052063,-8.3,1,103109,56,-3.8,
1050,6.48598032481932,8.7,11,2019-10-01 00:00:00,-3.3,3.2,False,17.7,19,,80.4,46,5,36,0.8528174,91.3,2.6834534161523402,1953,2019-10-01T19:36:14.000Z,10,0,N,43,1,1953,2019,1569958574,2140,-4.869578,14,00h:58m,0,-874.019836,-24.1,1,103109,2,-3.7,
1051,6.4912631332263,11.2,10,2019-10-01 00:00:00,15.8,45.3,False,17.1,19,,78.5,47,0,35,0.79421,100,2.9688946895520902,1805,2019-10-01T19:35:56.000Z,10,0,N,43,1,1805,2019,1569958556,1805,-1.11068058,56,01h:06m,0,-2.588409,-0.1,1,103109,54,-3.2,
1052,6.219372745673919,11.6,10,2019-10-01 00:00:00,11.1,29.2,False,14.5,19,,79.8,48,0,35,0.884346545,99.7,3.00917618567631,1553,2019-10-01T19:35:38.000Z,10,0,N,43,1,1553,2019,1569958538,1558,-1.89330578,38,01h:16m,0,121.800636,4.5,1,103109,44,-3.3,
1053,6.4230857053011485,8.1,11,2019-10-01 00:00:00,-19,34.9,False,18.7,19,,79.2,49,0,35,0.8058996,96.8,2.7493315133653353,1831,2019-10-01T19:35:19.000Z,10,0,N,43,1,1831,2019,1569958519,1891,-1.566737,19,00h:48m,0,-470.956024,-14.4,1,103109,12,-6.0,
1054,6.401536131777579,11.3,10,2019-10-01 00:00:00,6.4,29.3,False,17.2,19,,79.9,50,0,35,0.8198647,99,3.0886855165058256,1877,2019-10-01T19:35:02.000Z,10,0,Y,43,1,1877,2019,1569958502,1896,-2.57275867,2,01h:08m,0,-267.0547,-8.1,1,103109,52,-3.8,
1055,6.489342299890047,10.7,10,2019-10-01 00:00:00,-9.1,20.4,False,17.2,19,,79.5,51,0,34,0.8647943,98.2,2.85558202533786,1827,2019-10-01T19:34:44.000Z,10,0,Y,43,1,1827,2019,1569958484,1861,-3.1575613,44,01h:06m,0,-353.8342,-11.0,1,103109,54,-5.0,
1056,6.378603192110175,7.5,11,2019-10-01 00:00:00,4.9,12.4,False,13.7,19,,79.3,52,0,34,0.8779077,97.8,2.62443307485528,1135,2019-10-01T19:34:29.000Z,10,0,N,43,1,1135,2019,1569958469,1160,-2.917236,29,01h:00m,0,-242.469421,-12.1,1,103109,0,-3.5,
1057,5.285703157640568,-13.3,4,2020-01-30 00:00:00,6.3,33.5,False,-12.4,23,,71.5,1,4,11,0.90235424,74.7,2.13109219484031,1817,2020-01-30T23:11:26.000Z,1,0,Y,44,30,1817,2020,1580425886,2430,2.865397,26,07h:30m,0,1614.41565,41.6,1,103155,30,-0.6,
1058,5.460812508300435,7.1,11,2020-01-30 00:00:00,0.4,26.5,False,15.1,23,,86.9,2,5,11,0.8216489,89.3,1.9640269058724602,1813,2020-01-30T23:11:04.000Z,1,0,Y,44,30,1813,2020,1580425864,2030,-2.04644227,4,00h:46m,0,914.5579,26.8,1,103155,14,-3.3,
1059,5.3740977771975,8.2,11,2020-01-30 00:00:00,1.9,24.2,False,16.3,23,,85.1,3,0,10,0.9828104,91.8,2.242250472568326,1922,2020-01-30T23:10:35.000Z,1,0,Y,44,30,1922,2020,1580425835,2094,-1.73636544,35,00h:50m,0,832.2122,23.4,1,103155,10,-2.9,
1060,5.228373170676786,8.7,11,2020-01-30 00:00:00,-12.5,10.1,False,16.1,23,,86.6,4,0,10,0.944202065,93.2,2.13424376964825,1976,2020-01-30T23:10:18.000Z,1,0,N,44,30,1976,2020,1580425818,2122,-2.81410527,18,00h:52m,0,771.377136,21.3,1,103155,8,-4.3,
1061,5.40103970637231,0,5,2020-01-30 00:00:00,14.9,29.3,False,0,23,,72,5,4,9,0,0,1.9504982542770934,0,2020-01-30T23:09:32.000Z,1,0,N,44,30,0,2020,1580425772,2420,1.81348968,32,0,0,1405.65662,90.0,1,103155,10,0.0,
1062,5.317289312544222,7.5,11,2020-01-30 00:00:00,-3.6,24.8,False,15.8,23,,85.9,6,0,9,0.8851667,92.6,2.093822978904396,1860,2020-01-30T23:09:14.000Z,1,0,Y,44,30,1860,2020,1580425754,2009,-1.493485,14,00h:48m,0,760.0282,22.2,1,103155,12,-3.6,
1063,5.447140198568367,7.9,11,2020-01-30 00:00:00,21.6,32.5,False,16.7,23,,86.6,7,0,8,0.8291684,91.8,2.2463275657503763,1885,2020-01-30T23:08:54.000Z,1,0,N,44,30,1885,2020,1580425734,2055,-1.62970936,54,00h:48m,0,816.628845,23.4,1,103155,12,-1.6,
1064,5.256004469931384,8.7,11,2020-01-30 00:00:00,9.2,19,False,15,23,,84.3,8,5,7,0.818815947,89.6,2.2384929167883363,1837,2020-01-30T23:07:24.000Z,1,0,Y,44,30,1837,2020,1580425644,2050,-2.15518069,24,00h:56m,0,908.6154,26.3,1,103155,4,-3.0,
1065,5.277660441092911,7.3,11,2020-01-30 00:00:00,21.6,28.4,False,15.9,23,,85.9,9,5,7,0.885850966,89.7,2.1936275164576737,1855,2020-01-30T23:07:01.000Z,1,0,N,44,30,1855,2020,1580425621,2069,-1.26485133,1,00h:46m,0,915.2072,26.3,1,103155,14,-1.5,
1066,5.301017298083793,8.1,11,2020-01-30 00:00:00,13.3,16.9,False,15.6,23,,85.7,10,5,6,0.9005624,89.2,2.15492848096578,1854,2020-01-30T23:06:41.000Z,1,0,N,44,30,1854,2020,1580425601,2078,-2.28462029,41,00h:52m,0,938.5776,26.9,1,103155,8,-2.2,
1067,5.2454757297579,8,11,2020-01-30 00:00:00,7.3,17.7,False,16.7,23,,83.6,11,0,6,0.917313457,93.2,2.27294258875671,1894,2020-01-30T23:06:03.000Z,1,0,Y,44,30,1894,2020,1580425563,2033,-2.09378552,3,00h:48m,0,738.479248,21.3,1,103155,12,-2.7,
1068,5.227684030255791,8.9,11,2020-01-30 00:00:00,6.9,43.5,False,16.3,23,,82.9,12,0,5,0.82264334,92.7,2.5531772840645566,1884,2020-01-30T23:05:41.000Z,1,0,N,44,30,1884,2020,1580425541,2032,-0.2835501,41,00h:54m,0,762.6373,22.0,1,103155,6,-3.2,
1069,5.126563820128335,7.5,11,2020-01-30 00:00:00,-14,23.8,False,16.3,23,,82.7,13,0,5,0.897644,93.1,2.32233858620712,1844,2020-01-30T23:05:05.000Z,1,0,N,44,30,1844,2020,1580425505,1982,-1.18872178,5,00h:46m,0,724.7783,21.5,1,103155,14,-4.7,
1070,5.121061753190839,-11.8,4,2020-01-30 00:00:00,2.6,-2,False,-12,23,,69.8,14,3,3,0.9396388,73.5,2.29407415046862,1667,2020-01-30T23:03:52.000Z,1,0,N,44,30,1667,2020,1580425432,2269,0.639525235,52,07h:30m,0,1539.14624,42.7,1,103155,30,-1.1,
1071,5.124312606214152,0,5,2020-01-30 00:00:00,26.9,55.3,False,0,23,,67.1,15,0,3,0,0,2.4157414734882003,0,2020-01-30T23:03:28.000Z,1,0,N,44,30,0,2020,1580425408,2370,5.24162149,28,0,0,928.7967,90.0,1,103155,8,0.7,
1072,5.237243872790007,8.4,11,2020-01-30 00:00:00,8.2,21.5,False,16.2,23,,81.2,16,0,3,0.9849677,92.6,2.4165365686337656,1809,2020-01-30T23:03:07.000Z,1,0,Y,44,30,1809,2020,1580425387,1953,-1.44762063,7,00h:52m,0,735.551331,22.1,1,103155,8,-2.6,
1073,5.294610211459881,0,10,2020-01-30 00:00:00,21.7,25,False,0,23,,80.6,17,0,2,0,0,2.28148359926838,0,2020-01-30T23:02:44.000Z,1,0,N,44,30,0,2020,1580425364,1865,-1.31887364,44,0,0,362.9744,90.0,1,103155,54,-1.5,
1074,5.543919923124921,7.3,11,2020-01-26 00:00:00,12.7,26.3,False,15.3,21,,88.2,18,5,52,0.798801243,88.8,1.7767268563751655,1722,2020-01-26T21:52:43.000Z,1,0,N,45,26,1722,2020,1580075563,1940,-2.3384788,43,00h:48m,0,892.5123,27.4,1,103155,12,-2.1,
1075,5.6057081121952175,7.7,11,2020-01-26 00:00:00,-4.5,12.5,False,15,21,,90.1,19,5,52,0.8575974,90.5,1.7440370761417499,1758,2020-01-26T21:52:24.000Z,1,0,N,45,26,1758,2020,1580075544,1943,-3.09984946,24,00h:50m,0,828.0636,25.2,1,103155,10,-3.4,
1076,5.584559818199817,6.7,11,2020-01-26 00:00:00,-3.4,25.3,False,17.5,21,,89.4,20,0,52,0.9493851,98,1.5658876467371048,1914,2020-01-26T21:52:01.000Z,1,0,Y,45,26,1914,2020,1580075521,1954,-2.066613,1,00h:40m,0,390.8715,11.5,1,103155,20,-2.4,
1077,5.627132554485,8.3,11,2020-01-26 00:00:00,-9.7,29.4,False,15.8,21,,88.9,21,0,51,0.9050436,93.2,1.59361384756665,2008,2020-01-26T21:51:43.000Z,1,0,Y,45,26,2008,2020,1580075503,2154,-1.51964259,43,00h:52m,0,778.9496,21.2,1,103155,8,-3.5,
1078,5.660320284194238,7.3,11,2020-01-26 00:00:00,4.1,21.3,False,15.7,21,,89.5,22,5,51,0.8282126,89.9,1.86712434667005,1801,2020-01-26T21:51:20.000Z,1,0,Y,45,26,1801,2020,1580075480,2002,-2.782163,20,00h:46m,0,875.2254,25.9,1,103155,14,-2.8,
1079,5.643835540074693,6.9,11,2020-01-26 00:00:00,7.3,14.8,False,15.8,21,,88.8,23,5,51,0.862375855,89.1,1.8171620762529002,1781,2020-01-26T21:51:02.000Z,1,0,Y,45,26,1781,2020,1580075462,2000,-3.317666,2,00h:42m,0,909.1665,27.0,1,103155,18,-2.3,
1080,5.587892036052651,6.4,11,2020-01-26 00:00:00,4.8,14.4,False,16.3,21,,88.9,24,5,50,0.8366126,89.8,1.72070505510891,1872,2020-01-26T21:50:44.000Z,1,0,N,45,26,1872,2020,1580075444,2085,-3.10494566,44,00h:38m,0,918.158752,26.1,1,103155,22,-2.5,
1081,5.614812705384909,7.8,11,2020-01-26 00:00:00,1,28.9,False,15.6,21,,89.5,25,5,50,0.8590319,91,1.8528469549160649,1811,2020-01-26T21:50:29.000Z,1,0,Y,45,26,1811,2020,1580075429,1990,-2.19448686,29,00h:50m,0,823.8622,24.5,1,103155,10,-2.9,
1082,5.695323925979728,7.3,11,2020-01-26 00:00:00,8.8,14.6,False,15.3,21,,89.5,26,5,50,0.9019565,88.1,1.8244352127468948,1749,2020-01-26T21:50:10.000Z,1,0,N,45,26,1749,2020,1580075410,1985,-3.34336734,10,00h:46m,0,937.9884,28.2,1,103155,14,-2.0,
1083,5.753506537616722,7.5,11,2020-01-26 00:00:00,-0.1,34.6,False,16.1,21,,89.2,27,5,49,0.7606497,91.2,1.8435953276054144,1862,2020-01-26T21:49:36.000Z,1,0,Y,45,26,1862,2020,1580075376,2042,-2.46809816,36,00h:46m,0,839.0231,24.3,1,103155,14,-3.1,
1084,5.678009654299866,6.7,11,2020-01-26 00:00:00,-0.8,5.9,False,18.6,21,,89.4,28,0,49,0.924855769,97.9,1.894152112459164,2103,2020-01-26T21:49:17.000Z,1,0,N,45,26,2103,2020,1580075357,2149,-4.314922,17,00h:38m,0,442.1455,11.9,1,103155,22,-2.5,
1085,5.576108407425816,6.2,11,2020-01-26 00:00:00,5,10.4,False,17.9,21,,89.6,29,0,49,0.921780646,98.4,1.83361286367948,2067,2020-01-26T21:49:01.000Z,1,0,N,45,26,2067,2020,1580075341,2101,-3.38679028,1,00h:36m,0,374.192871,10.3,1,103155,24,-2.2,
1086,5.650986524337531,6.6,11,2020-01-26 00:00:00,-10.6,17.5,False,17.6,21,,89.8,30,0,48,0.9095784,98.7,1.7841755276463303,2001,2020-01-26T21:48:34.000Z,1,0,Y,45,26,2001,2020,1580075314,2027,-2.677479,34,00h:38m,0,326.446655,9.3,1,103155,22,-3.3,
1087,5.649234752681325,6.4,11,2020-01-26 00:00:00,2.1,24.1,False,18.3,21,,88.5,31,0,48,0.9795466,98.9,1.8604229030903099,2043,2020-01-26T21:48:16.000Z,1,0,Y,45,26,2043,2020,1580075296,2066,-2.38845778,16,00h:36m,0,305.78894,8.5,1,103155,24,-2.4,
1088,5.648674319609607,7,11,2020-01-26 00:00:00,-7.8,30.8,False,17.9,21,,88.1,32,0,46,0.8905517,98.4,1.90708235198013,2005,2020-01-26T21:46:39.000Z,1,0,Y,45,26,2005,2020,1580075199,2038,-1.90758884,39,00h:42m,0,366.376648,10.4,1,103155,18,-3.0,
1089,5.760809260724934,6.1,11,2020-01-26 00:00:00,-5.2,-0.8,False,18,21,,89.6,33,0,46,0.8751505,97.8,1.9109194386001356,1956,2020-01-26T21:46:12.000Z,1,0,N,45,26,1956,2020,1580075172,2000,-4.63120842,12,00h:34m,0,416.752716,12.0,1,103155,26,-3.4,
1090,5.784229503542686,6.7,11,2020-01-26 00:00:00,-12.2,2.1,False,18.5,21,,90.1,34,0,45,0.9566061,98.2,1.8230702127448202,2124,2020-01-26T21:45:25.000Z,1,0,N,45,26,2124,2020,1580075125,2164,-4.50147629,25,00h:36m,0,411.585236,11.0,1,103155,24,-3.7,
1091,5.62676805317211,6.6,11,2020-01-26 00:00:00,-13.5,15.6,False,18.3,21,,89.4,35,0,45,0.9677131,98.7,2.11709547565893,2057,2020-01-26T21:45:03.000Z,1,0,N,45,26,2057,2020,1580075103,2083,-3.04086828,3,00h:38m,0,328.407745,9.1,1,103155,22,-4.0,
1092,5.365811950413252,10.9,10,2020-01-26 00:00:00,-27.8,-4.5,False,14.4,21,,87.7,36,0,44,0.9623712,96,2.17225197180576,1886,2020-01-26T21:44:31.000Z,1,0,N,45,26,1886,2020,1580075071,1964,-4.465804,31,01h:08m,0,547.144531,16.2,1,103155,52,-5.7,
1093,5.601739969144567,8.5,11,2019-09-19 00:00:00,3.2,22.1,False,15.1,18,,80.8,37,5,35,0.758436441,93,2.6895618216734363,1704,2019-09-19T18:35:09.000Z,9,0,Y,46,19,1704,2019,1568918109,1833,-1.75894833,9,00h:54m,0,674.9406,21.6,1,103155,6,-4.3,
1094,5.670018184471447,8.6,11,2019-09-19 00:00:00,-2.4,34.4,False,14.5,18,,79.7,38,5,34,0.9209538,90.3,2.69730020095029,1639,2019-09-19T18:34:49.000Z,9,0,Y,46,19,1639,2019,1568918089,1815,-0.8483471,49,00h:58m,0,779.4359,25.4,1,103155,2,-3.7,
1095,5.647443873413511,9.3,11,2019-09-19 00:00:00,-3.4,29,False,15,18,,79.1,39,5,34,0.720589459,91.6,2.9324417564258156,1740,2019-09-19T18:34:27.000Z,9,0,Y,46,19,1740,2019,1568918067,1900,-1.006657,27,00h:58m,0,762.0924,23.7,1,103155,2,-5.4,
1096,5.575013689576383,0,11,2019-09-19 00:00:00,17.2,37.6,False,0,18,,79.7,40,5,34,0,0,2.9312529572114103,0,2019-09-19T18:34:04.000Z,9,0,N,46,19,0,2019,1568918044,1833,-0.487151116,4,0,0,697.502869,90.0,1,103155,8,-3.8,
1097,5.714800664854477,10.9,10,2019-09-19 00:00:00,-1.7,16.9,False,14.8,18,,80.5,41,5,33,0.9035638,94,2.815242556772607,1820,2019-09-19T18:33:34.000Z,9,0,Y,46,19,1820,2019,1568918014,1936,-2.60199046,34,01h:10m,0,660.732,20.0,1,103155,50,-3.9,
1098,5.667479109664437,8.8,11,2019-09-19 00:00:00,1.7,21.1,False,15.4,18,,79.6,42,5,33,0.8307693,91,2.8846432491353142,1704,2019-09-19T18:33:14.000Z,9,0,Y,46,19,1704,2019,1568917994,1873,-2.32330537,14,00h:54m,0,777.38,24.5,1,103155,6,-4.1,
1099,5.646919037454708,0,11,2019-09-19 00:00:00,31.6,40.3,False,0,18,,78.3,43,5,32,0,0,2.945077625867594,0,2019-09-19T18:32:53.000Z,9,0,N,46,19,0,2019,1568917973,1839,-0.5850461,53,0,0,847.938843,90.0,1,103155,4,-2.3,
1100,5.59878711480937,-12.9,3,2019-09-19 00:00:00,-2.4,36.8,False,-4.3,18,,67.2,44,4,32,0.9029642,57,3.07168405978707,1126,2019-09-19T18:32:29.000Z,9,0,Y,46,19,1126,2019,1568917949,1976,2.79198337,29,08h:26m,0,1623.50989,55.3,1,103155,34,-2.6,
1101,5.556458801096737,-11.2,3,2019-09-19 00:00:00,8.5,47.3,False,-4.8,18,,67.7,45,4,32,0.882759333,50.2,2.95966437457743,1012,2019-09-19T18:32:11.000Z,9,0,N,46,19,1012,2019,1568917931,2018,3.45253253,11,08h:12m,0,1745.44775,59.9,1,103155,48,-1.4,
1102,5.4939107695056,0,4,2019-09-19 00:00:00,-4.3,-7,False,0,18,,67.1,46,3,31,0,0,2.7522070251807302,0,2019-09-19T18:31:46.000Z,9,0,N,46,19,0,2019,1568917906,2205,1.02614748,46,0,0,1603.36438,90.0,1,103155,22,-2.1,
1103,5.455211491231554,0,4,2019-09-19 00:00:00,-31.1,23,False,0,18,,65.5,47,3,31,0,0,2.7938933769501304,0,2019-09-19T18:31:28.000Z,9,0,N,46,19,0,2019,1568917888,2138,3.30437517,28,0,0,1588.6156,90.0,1,103155,20,-4.9,
1104,5.605907587261137,12.5,10,2019-09-19 00:00:00,-3.3,21.3,False,14.5,18,,79.7,48,0,28,0.786995351,96.8,3.0295746437125652,1876,2019-09-19T18:28:55.000Z,9,0,Y,46,19,1876,2019,1568917735,1938,-1.867556,55,01h:18m,0,484.405243,14.5,1,103155,42,-5.4,
1105,5.6844324233385,0,10,2019-09-19 00:00:00,-21.3,36,False,0,18,,79.3,49,0,28,0,0,2.8147824845934304,0,2019-09-19T18:28:39.000Z,9,0,N,46,19,0,2019,1568917719,1917,-1.35532176,39,0,0,92.34513,90.0,1,103155,46,-6.1,
1106,5.639003026943988,11.4,10,2019-09-19 00:00:00,4.4,16.7,False,16.2,18,,78.6,50,0,28,0.856883466,99.5,2.89342356082845,1898,2019-09-19T18:28:22.000Z,9,0,Y,46,19,1898,2019,1568917702,1908,-2.15183067,22,01h:08m,0,187.4795,5.6,1,103155,52,-4.2,
1107,5.6760564390738,12.4,10,2019-09-19 00:00:00,10.5,36.8,False,13.6,18,,81.3,51,0,28,0.842047,94.6,2.911482156656424,1804,2019-09-19T18:28:06.000Z,9,0,Y,46,19,1804,2019,1568917686,1907,-0.969164,6,01h:22m,0,619.205444,18.9,1,103155,38,-3.6,
1108,5.708939936499112,6.3,11,2020-01-28 00:00:00,2.8,14.7,False,18.1,19,,81.6,1,0,21,0.8977219,97.2,2.0193864860091,1940,2020-01-28T19:21:11.000Z,1,0,Y,47,28,1940,2020,1580239271,1996,-2.97736049,11,00h:36m,0,468.512939,13.6,1,103232,24,-2.1,
1109,5.756398368329778,5.8,11,2020-01-28 00:00:00,-3.9,32.4,False,18.1,19,,82.2,2,0,20,0.873081863,97.4,1.9454232313035,1939,2020-01-28T19:20:55.000Z,1,0,Y,47,28,1939,2020,1580239255,1991,-1.94607592,55,00h:34m,0,453.080048,13.2,1,103232,26,-2.9,
1110,5.72118078297441,3.6,11,2020-01-28 00:00:00,-20.7,33.9,False,16.7,19,,82.8,3,0,20,0.854056835,88.7,1.9431328769693101,1829,2020-01-28T19:20:41.000Z,1,0,N,47,28,1829,2020,1580239241,2060,-1.71284986,41,00h:20m,0,949.6692,27.4,1,103232,40,-4.5,
1111,5.805872712237,-5.8,1,2020-01-28 00:00:00,-2.1,20.4,False,6,19,,76.1,4,1,20,0.898977339,42.1,2.0033126670870303,898,2020-01-28T19:20:24.000Z,1,0,Y,47,28,898,2020,1580239224,2132,-0.433052838,24,10h:36m,0,1933.95776,65.1,1,103232,24,-1.9,
1112,5.8091797988562,-8,3,2020-01-28 00:00:00,-9.4,27.4,False,-4.6,19,,71,5,3,20,0.9363162,39,2.08634580369618,864,2020-01-28T19:20:09.000Z,1,0,Y,47,28,864,2020,1580239209,2215,1.07408965,9,08h:06m,0,2038.83289,67.0,1,103232,54,-2.3,
1113,5.78420407703346,-8.7,3,2020-01-28 00:00:00,1.4,34.2,False,-1.4,19,,71.8,6,3,19,0.9054427,37.8,1.9952959347913801,840,2020-01-28T19:19:37.000Z,1,0,Y,47,28,840,2020,1580239177,2221,1.46930134,37,08h:46m,0,2056.22388,67.8,1,103232,14,-1.5,
1114,5.776289641325892,-1.6,0,2020-01-28 00:00:00,-15.6,5.5,False,5.7,19,,76.5,7,1,18,0.8428895,34,2.0480447340841565,689,2020-01-28T19:18:15.000Z,1,0,N,47,28,689,2020,1580239095,2022,-1.69241083,15,11h:24m,0,1901.299,70.1,1,103232,36,-2.9,
1115,5.7279626071317,-5.8,1,2020-01-28 00:00:00,11.4,29.1,False,6.3,19,,77,8,1,17,0.936851,42.5,2.13880151243733,883,2020-01-28T19:17:22.000Z,1,0,N,47,28,883,2020,1580239042,2077,-0.1577646,22,10h:36m,0,1880.34912,64.8,1,103232,24,-0.9,
1116,5.734386885356688,-6.2,1,2020-01-28 00:00:00,-2.1,28.5,False,10.1,19,,78.9,9,1,16,0.808760941,58.8,2.05921227347121,1232,2020-01-28T19:16:59.000Z,1,0,Y,47,28,1232,2020,1580239019,2096,0.191115558,59,10h:58m,0,1695.52783,54.0,1,103232,2,-1.4,
1117,5.807751846098125,-8,4,2020-01-28 00:00:00,-13,23.2,False,-5.9,19,,73,10,3,16,0.797240734,43,1.89091995038076,945,2020-01-28T19:16:41.000Z,1,0,N,47,28,945,2020,1580239001,2197,0.0465991832,41,07h:56m,0,1983.359,64.5,1,103232,4,-2.8,
1118,5.657377206761943,-10.6,3,2020-01-28 00:00:00,3.8,30,False,-4.5,19,,73.4,11,3,16,0.8308196,50.7,2.0633933758397704,1120,2020-01-28T19:16:23.000Z,1,0,Y,47,28,1120,2020,1580238983,2208,1.40645862,23,08h:16m,0,1903.05017,59.5,1,103232,44,-1.5,
1119,5.600083210611864,8.6,10,2020-01-28 00:00:00,1.5,17.6,False,12.8,19,,79.5,12,6,16,0.887013733,99.9,2.117376787995316,1183,2020-01-28T19:16:02.000Z,1,0,Y,47,28,1183,2020,1580238962,1185,-1.52373075,2,01h:08m,0,62.9051361,3.0,1,103232,52,-3.3,
1120,5.582373925808043,5.2,11,2020-01-28 00:00:00,3.9,10,False,13.6,19,,79.1,13,6,15,0.92523247,98.5,2.278209793489126,1075,2020-01-28T19:15:31.000Z,1,0,N,47,28,1075,2020,1580238931,1092,-2.288271,31,00h:40m,0,186.849152,9.9,1,103232,20,-2.8,
1121,5.669683374759652,3.2,11,2020-01-28 00:00:00,4.3,27.4,False,16.1,19,,82.3,14,0,15,0.9180787,86,2.1290531528424603,1686,2020-01-28T19:15:14.000Z,1,0,Y,47,28,1686,2020,1580238914,1960,-1.94438827,14,00h:20m,0,999.7026,30.7,1,103232,40,-2.1,
1122,5.719979306594632,6.1,11,2020-01-28 00:00:00,-10.3,25.8,False,16.2,19,,82.5,15,0,14,0.937167168,91.3,1.9693007018122348,1812,2020-01-28T19:14:58.000Z,1,0,Y,47,28,1812,2020,1580238898,1985,-2.07537627,58,00h:38m,0,809.6298,24.1,1,103232,22,-3.7,
1123,5.7743143132389,0,11,2020-01-28 00:00:00,10.1,53.3,False,0,19,,82.3,16,0,14,0,0,2.20736942592738,0,2020-01-28T19:14:40.000Z,1,0,N,47,28,0,2020,1580238880,1898,-0.6188789,40,0,0,731.5336,90.0,1,103232,12,-1.9,
1124,5.698021662204301,6.8,11,2020-01-28 00:00:00,-14.8,35.8,False,15.8,19,,82.9,17,0,14,0.913258,92.3,2.07938451759636,1769,2020-01-28T19:14:22.000Z,1,0,N,47,28,1769,2020,1580238862,1917,-1.11592746,22,00h:44m,0,739.010254,22.7,1,103232,16,-3.9,
1125,5.810709392034378,-5.8,1,2020-01-28 00:00:00,-1,35.8,False,6.1,19,,77.4,18,1,13,0.954875052,43.1,2.2006968537387603,881,2020-01-28T19:13:49.000Z,1,0,Y,47,28,881,2020,1580238829,2044,0.359698445,49,10h:40m,0,1844.12842,64.5,1,103232,20,-2.0,
