session_pitch_id,releaseHeight,horizontalBreak,spinClockTiltHour,date,szx,szy,selected,verticalBreak,_hour,videoPointerID,speed,no,pitchType,_minute,spinConfidence,spinEfficiency,releaseSide,trueSpin,date_original,_month,_milisecond,strike,sessionID,_day,truespin,_year,pitch_id,spin,launchAngle,_second,spinAxis,releaseExtension,rifleSpin,gyroDegree,mode,_id,spinClockTiltMinute,horizontalAngle,memo
90,4.976916674231581,10.3,8,2019-10-02 00:00:00,7.2,11.6,False,-6.3,14,,69.1,65,4,53,0.835848451,52,-2.20190059389807,1156,2019-10-02T14:53:09.000Z,10,0,N,4,2,1156,2019,1570027989,2225,0.9048578,9,03h:58m,0,-1900.7489,-58.7,1,101637,2,1.4,
91,4.885858832885823,13.1,8,2019-10-02 00:00:00,-3.3,20,False,-5,14,,70,66,4,52,0.9689898,61.8,-2.3355196885893603,1350,2019-10-02T14:52:46.000Z,10,0,Y,4,2,1350,2019,1570027966,2184,1.80028486,46,03h:40m,0,-1716.57446,-51.8,1,101637,20,1.0,
92,4.941732717485187,0,7,2019-10-02 00:00:00,-27.5,26,False,0,14,,69.6,67,4,52,0,0,-2.3618668014903,0,2019-10-02T14:52:18.000Z,10,0,N,4,2,0,2019,1570027938,1067,2.6394186,18,0,0,-721.310669,-90.0,1,101637,22,-1.7,
93,4.86703019112492,7,7,2019-10-02 00:00:00,11.3,-6.5,False,-5.6,14,,71.4,68,4,51,0.993165731,39.7,-2.2536248328218353,867,2019-10-02T14:51:39.000Z,10,0,N,4,2,867,2019,1570027899,2185,-0.6126279,39,04h:04m,0,-2005.98889,-66.6,1,101637,56,2.6,
94,4.999664213636236,10.4,8,2019-10-02 00:00:00,11.8,2.5,False,-5.8,14,,69.5,69,4,51,0.932492256,51.8,-2.2894094522988,1150,2019-10-02T14:51:13.000Z,10,0,N,4,2,1150,2019,1570027873,2220,0.146401286,13,03h:50m,0,-1899.2179,-58.8,1,101637,10,2.3,
95,4.949952993088233,12.9,8,2019-10-02 00:00:00,1.2,17.3,False,-5.6,14,,68.3,70,4,50,0.847803235,62.4,-2.34395866498014,1339,2019-10-02T14:50:55.000Z,10,0,Y,4,2,1339,2019,1570027855,2148,1.18219531,55,03h:44m,0,-1679.17554,-51.4,1,101637,16,1.5,
96,4.992792855358074,10.1,8,2019-10-02 00:00:00,-4.3,27.2,False,-5.4,14,,69,71,4,50,0.8929868,48.2,-2.4460620115920304,1027,2019-10-02T14:50:01.000Z,10,0,Y,4,2,1027,2019,1570027801,2131,2.16783524,1,03h:54m,0,-1867.534,-61.2,1,101637,6,1.2,
97,5.249924319003507,-12.7,2,2019-10-02 00:00:00,-11.4,19.1,False,7.3,14,,72.5,72,6,49,0.9040943,97.5,-2.2710682449218402,1006,2019-10-02T14:49:33.000Z,10,0,N,4,2,1006,2019,1570027773,1031,-0.208658591,33,10h:00m,0,-228.091583,-12.8,1,101637,0,2.2,
98,5.180068380577116,-9.1,2,2019-10-02 00:00:00,4,30.8,False,4.2,14,,71.6,73,6,49,0.902727842,75.9,-2.39121850757166,633,2019-10-02T14:49:11.000Z,10,0,Y,4,2,633,2019,1570027751,834,1.221116,11,09h:54m,0,-543.0458,-40.6,1,101637,6,3.4,
99,5.263949778342411,-13.6,2,2019-10-02 00:00:00,4,11.2,False,4.6,14,,72.7,74,6,48,0.956109047,95.4,-2.367633966853397,976,2019-10-02T14:48:53.000Z,10,0,N,4,2,976,2019,1570027733,1023,-0.3131327,53,09h:38m,0,-308.256561,-17.5,1,101637,22,4.1,
100,5.118103419853008,-12.2,2,2019-10-02 00:00:00,-6.6,15.6,False,6.8,14,,72.6,75,6,48,0.912376463,96,-2.38290223459314,950,2019-10-02T14:48:33.000Z,10,0,Y,4,2,950,2019,1570027713,990,0.192642644,33,10h:00m,0,-276.693939,-16.2,1,101637,0,2.9,
101,5.0768991546985145,-16.5,1,2019-10-02 00:00:00,3.9,25.6,False,11.2,14,,79.9,76,0,48,0.965593636,97.2,-2.4332456204964337,2138,2019-10-02T14:48:15.000Z,10,0,Y,4,2,2138,2019,1570027695,2200,-0.3456242,15,10h:10m,0,-521.5392,-13.7,1,101637,50,4.5,
102,4.930951090172211,0,10,2019-10-02 00:00:00,-15.5,21.2,False,0,14,,68.8,77,4,47,0,0,-2.4451873396746904,0,2019-10-02T14:47:35.000Z,10,0,N,4,2,0,2019,1570027655,2913,1.844816,35,0,0,833.9467,90.0,1,101637,36,0.3,
103,4.861616870906718,0,8,2019-10-02 00:00:00,-39.7,21.1,False,0,14,,69.1,78,4,47,0,0,-2.54293373089938,0,2019-10-02T14:47:02.000Z,10,0,N,4,2,0,2019,1570027622,2398,2.32996082,2,0,0,147.4679,90.0,1,101637,8,-1.9,
104,4.931339049490386,13.6,8,2019-10-02 00:00:00,-13.6,10.7,False,-6,14,,68.5,79,4,46,0.911613762,65.5,-2.42416765460337,1486,2019-10-02T14:46:12.000Z,10,0,N,4,2,1486,2019,1570027572,2271,1.00847971,12,03h:46m,0,-1716.5592,-49.1,1,101637,14,0.2,
105,5.001167625712012,0,0,2019-10-02 00:00:00,-26.5,19.8,False,0,14,,68.2,80,4,45,0,0,-2.6546440329064502,0,2019-10-02T14:45:36.000Z,10,0,N,4,2,0,2019,1570027536,1922,1.78132308,36,0,0,1226.645,90.0,1,101637,34,-1.1,
106,5.052763590357366,10.2,8,2019-10-02 00:00:00,-5.7,18.5,False,-4.3,14,,69.2,81,4,45,0.918322861,47.4,-2.4980218673140535,1045,2019-10-02T14:45:20.000Z,10,0,Y,4,2,1045,2019,1570027520,2204,1.92399585,20,03h:44m,0,-1940.51257,-61.7,1,101637,16,1.0,
107,4.957484128270284,10.4,8,2019-10-02 00:00:00,-5.7,23.5,False,-4.7,14,,69.6,82,4,44,0.8878464,48.9,-2.3136525625718702,1070,2019-10-02T14:44:57.000Z,10,0,Y,4,2,1070,2019,1570027497,2189,1.84185731,57,03h:48m,0,-1909.40967,-60.7,1,101637,12,0.7,
108,5.024158045694463,0,8,2019-10-02 00:00:00,-20,43.9,False,0,14,,69.1,83,4,44,0,0,-2.40374836323375,0,2019-10-02T14:44:42.000Z,10,0,N,4,2,0,2019,1570027482,1824,2.75156355,42,0,0,-1632.07239,-90.0,1,101637,36,-1.6,
109,5.0933267793954,-15.6,1,2019-10-02 00:00:00,-12.1,36.3,False,10.6,14,,79.5,84,5,44,0.8218743,95.7,-2.4051946722910666,1866,2019-10-02T14:44:11.000Z,10,0,N,4,2,1866,2019,1570027451,1949,0.770700157,11,10h:10m,0,-563.099548,-16.8,1,101637,50,3.5,
110,5.121894003848271,0,11,2019-10-02 00:00:00,-8.9,16.1,False,0,14,,79.6,85,0,43,0,0,-2.4713116835464204,0,2019-10-02T14:43:54.000Z,10,0,Y,4,2,0,2019,1570027434,1968,-0.661277831,54,0,0,1641.66333,90.0,1,101637,10,3.9,
111,5.155905814923591,0,0,2019-10-02 00:00:00,24.3,17,False,0,14,,78.3,86,0,43,0,0,-2.28792454416006,0,2019-10-02T14:43:35.000Z,10,0,N,4,2,0,2019,1570027415,2144,-1.11815917,35,0,0,-750.6616,-90.0,1,101637,58,6.1,
112,5.267705979135522,-13.7,1,2019-10-02 00:00:00,-7.3,21.8,False,10.7,14,,79.6,87,0,43,0.9608612,84.5,-2.42532644725605,1850,2019-10-02T14:43:21.000Z,10,0,Y,4,2,1850,2019,1570027401,2189,-0.873840749,21,10h:20m,0,-1170.462,-32.3,1,101637,40,3.2,
113,5.456393020104741,-16.1,1,2019-10-02 00:00:00,-10.4,31.6,False,11.5,14,,78.5,88,0,43,0.8837998,97.9,-2.26489337614605,1972,2019-10-02T14:43:07.000Z,10,0,Y,4,2,1972,2019,1570027387,2014,0.33142367,7,10h:12m,0,-407.481232,-11.7,1,101637,48,3.1,
114,5.218029568298859,-13.1,1,2019-10-02 00:00:00,-14.2,45.7,False,13.7,14,,79.9,89,0,42,0.776763558,96.2,-2.2812598459871998,1939,2019-10-02T14:42:51.000Z,10,0,N,4,2,1939,2019,1570027371,2015,1.894317,51,10h:32m,0,-549.290161,-15.8,1,101637,28,2.9,
115,5.27169488990274,-14.2,1,2019-09-25 00:00:00,5.9,45.8,False,10.4,18,,81.8,90,0,58,0.834787667,86.7,-2.057796390923126,1891,2019-09-25T18:58:48.000Z,9,0,N,5,25,1891,2019,1569437928,2179,0.546099663,48,10h:14m,0,-1084.24036,-29.8,1,101637,46,4.4,
116,5.2830839975316,-9.6,2,2019-09-25 00:00:00,-14.8,21.1,False,4,18,,72.6,91,6,58,0.8484773,78.4,-2.05093471440351,663,2019-09-25T18:58:32.000Z,9,0,N,5,25,663,2019,1569437912,846,1.11246693,32,09h:46m,0,-524.7694,-38.4,1,101637,14,2.0,
117,5.128134915931248,0,11,2019-09-25 00:00:00,-42.3,17.8,False,0,18,,73.5,92,6,58,0,0,-2.11255020006147,0,2019-09-25T18:58:11.000Z,9,0,N,5,25,0,2019,1569437891,2600,0.7269536,11,0,0,-231.905853,-90.0,1,101637,30,-0.7,
118,5.0662688725301255,0,2,2019-09-25 00:00:00,-21.2,-3.7,False,0,18,,73.2,93,6,57,0,0,-2.044720327911125,0,2019-09-25T18:57:54.000Z,9,0,N,5,25,0,2019,1569437874,705,-0.134163082,54,0,0,-321.0209,-90.0,1,101637,24,0.8,
119,4.864258800044592,10.2,8,2019-09-25 00:00:00,9.1,8.9,False,-5.9,18,,71.5,94,4,57,0.8017187,51.2,-2.1972956070144303,1160,2019-09-25T18:57:27.000Z,9,0,N,5,25,1160,2019,1569437847,2264,0.860275447,27,03h:54m,0,-1944.048,-59.2,1,101637,6,1.4,
120,5.175001582669152,-13.8,1,2019-09-25 00:00:00,7,36.5,False,14.8,18,,81.7,95,0,56,0.876411259,96.9,-2.18793569886372,2176,2019-09-25T18:56:57.000Z,9,0,Y,5,25,2176,2019,1569437817,2244,-0.516074836,57,10h:36m,0,-550.364,-14.2,1,101637,24,4.3,
121,4.974877041682548,0,8,2019-09-25 00:00:00,-24.2,25.9,False,0,18,,68.3,96,0,56,0,0,-2.2152019325009653,0,2019-09-25T18:56:37.000Z,9,0,N,5,25,0,2019,1569437797,2147,2.79021144,37,0,0,-1697.31848,-90.0,1,101637,16,-1.7,
122,4.990964049581016,0,1,2019-09-25 00:00:00,-3.6,27.9,False,0,18,,82.5,97,0,56,0,0,-2.3251930350303565,0,2019-09-25T18:56:15.000Z,9,0,Y,5,25,0,2019,1569437775,2139,-1.56150591,15,0,0,-814.5727,-90.0,1,101637,40,3.6,
123,5.166468807065631,-16.2,1,2019-09-25 00:00:00,11.3,3.7,False,10.7,18,,79.8,98,0,55,0.8646722,96.7,-2.0498397176826857,1929,2019-09-25T18:55:57.000Z,9,0,N,5,25,1929,2019,1569437757,1995,-2.97964263,57,10h:10m,0,-510.69577,-14.8,1,101637,50,4.8,
124,5.639001452140836,-10.5,2,2019-09-25 00:00:00,-0.1,29.2,False,4.2,18,,69.9,99,6,55,0.7724984,83.1,-1.7742114528280348,662,2019-09-25T18:55:36.000Z,9,0,Y,5,25,662,2019,1569437736,797,0.19105269,36,09h:46m,0,-443.607635,-33.8,1,101637,14,2.3,
125,5.317328026455042,-10.4,2,2019-09-25 00:00:00,-21.6,14.8,False,4.1,18,,70.6,100,6,55,0.9288617,96.1,-1.98604855944924,621,2019-09-25T18:55:14.000Z,9,0,N,5,25,621,2019,1569437714,646,-0.027130818,14,09h:40m,0,-179.01799,-16.1,1,101637,20,0.9,
126,5.1479035511319005,-6.3,2,2019-09-25 00:00:00,-1.7,7.4,False,1,18,,71.2,101,6,54,0.9190235,51.5,-2.1329970504862503,372,2019-09-25T18:54:56.000Z,9,0,N,5,25,372,2019,1569437696,723,0.004451765,56,09h:24m,0,-619.8184,-59.0,1,101637,36,2.9,
127,5.332542462173706,-8.7,2,2019-09-25 00:00:00,9.7,-0.1,False,2.9,18,,70.1,102,6,54,0.892581344,73.9,-1.7195725091754301,517,2019-09-25T18:54:33.000Z,9,0,N,5,25,517,2019,1569437673,700,-0.676694155,33,09h:42m,0,-471.565033,-42.4,1,101637,18,3.6,
128,5.2361886562529705,0,1,2019-09-25 00:00:00,-32.2,56.5,False,0,18,,70.3,103,6,54,0,0,-1.8910486806959161,0,2019-09-25T18:54:10.000Z,9,0,N,5,25,0,2019,1569437650,409,3.11398435,10,0,0,-63.84357,-90.0,1,101637,18,-0.7,
129,5.2751673308529,-13.6,1,2019-09-25 00:00:00,1.4,40.9,False,14.5,18,,83.1,104,4,53,0.8166342,93.4,-2.1376148326455002,2177,2019-09-25T18:53:48.000Z,9,0,Y,5,25,2177,2019,1569437628,2332,-0.25943464,48,10h:36m,0,-835.7726,-21.0,1,101637,24,4.1,
130,4.92785663478693,14.3,8,2019-09-25 00:00:00,3.6,14.8,False,-6.2,18,,67.7,105,4,53,0.770833552,68.3,-2.048777667156137,1476,2019-09-25T18:53:29.000Z,9,0,Y,5,25,1476,2019,1569437609,2160,1.8619262,29,03h:46m,0,-1576.73755,-46.9,1,101637,14,0.2,
131,4.881102369624,0,10,2019-09-25 00:00:00,-18.8,10,False,0,18,,69.5,106,4,52,0,0,-2.011077535865237,0,2019-09-25T18:52:58.000Z,9,0,N,5,25,0,2019,1569437578,1594,2.61903167,58,0,0,-554.4922,-90.0,1,101637,6,-2.0,
132,5.0365026323274,0,8,2019-09-25 00:00:00,-37.6,35,False,0,18,,70.7,107,4,52,0,0,-2.164149419300006,0,2019-09-25T18:52:43.000Z,9,0,N,5,25,0,2019,1569437563,2269,2.7614603,43,0,0,-2054.061,-90.0,1,101637,58,-2.3,
133,5.150434620689554,14.7,8,2019-09-25 00:00:00,-11.9,39.8,False,-2.1,18,,67.4,108,4,52,0.8424483,61.2,-2.0511176605980137,1315,2019-09-25T18:52:19.000Z,9,0,N,5,25,1315,2019,1569437539,2148,3.42581058,19,03h:18m,0,-1698.44507,-52.3,1,101637,42,-0.7,
134,4.919821365745845,10,8,2019-09-25 00:00:00,2.7,12.5,False,-4,18,,70.4,109,4,51,0.773635745,47.2,-2.1284089271196964,1039,2019-09-25T18:51:43.000Z,9,0,N,5,25,1039,2019,1569437503,2198,1.172808,43,03h:42m,0,-1937.5249,-61.8,1,101637,18,0.6,
135,4.892068445756154,18.4,7,2019-09-25 00:00:00,-17,31.4,False,-11.6,18,,69.5,110,4,51,0.777251244,94,-2.3546973362563053,2394,2019-09-25T18:51:26.000Z,9,0,N,5,25,2394,2019,1569437486,2547,2.48610735,26,04h:02m,0,869.394,20.0,1,101637,58,-0.6,
136,5.121178288624086,0,1,2019-09-25 00:00:00,-8.3,27.1,False,0,18,,80.1,111,0,51,0,0,-2.2874342357603648,0,2019-09-25T18:51:06.000Z,9,0,Y,5,25,0,2019,1569437466,2176,-1.59466684,6,0,0,-1122.662,-90.0,1,101637,38,3.2,
137,5.113473498586129,-14.8,1,2019-09-25 00:00:00,-2.9,21.4,False,10.7,18,,81.5,112,0,50,0.7856425,87.2,-2.094837706596227,1919,2019-09-25T18:50:52.000Z,9,0,Y,5,25,1919,2019,1569437452,2200,-0.872547448,52,10h:16m,0,-1076.23816,-29.3,1,101637,44,4.1,
138,5.139353682352501,-15,1,2019-09-25 00:00:00,0.4,20.1,False,12.1,18,,79.9,113,0,50,0.9032062,92.9,-2.1243421948300503,2037,2019-09-25T18:50:39.000Z,9,0,Y,5,25,2037,2019,1569437439,2193,-1.06414962,39,10h:20m,0,-811.9521,-21.7,1,101637,40,3.9,
139,4.9932841283247,-13.5,1,2019-09-25 00:00:00,-21.6,23.8,False,11.1,18,,79.2,114,0,50,0.8687863,85.2,-2.4035569131022254,1777,2019-09-25T18:50:21.000Z,9,0,N,5,25,1777,2019,1569437421,2085,-0.254975736,21,10h:20m,0,-1091.32227,-31.6,1,101637,40,2.3,
140,5.152600171873948,-16.9,1,2019-09-25 00:00:00,5.9,15.2,False,10.6,18,,78.8,115,0,50,0.9078527,96.2,-2.1253097145165603,2048,2019-09-25T18:50:04.000Z,9,0,Y,5,25,2048,2019,1569437404,2128,-0.852647364,4,10h:06m,0,-577.4095,-15.7,1,101637,54,4.4,
141,3.4008427545131132,12,9,2019-11-15 00:00:00,18.8,12.5,False,0.1,16,,76.8,1,0,57,0.951705337,55.3,2.53662697235961,1242,2019-11-15T16:57:33.000Z,11,0,N,6,15,1242,2019,1573837053,2247,1.828293,33,02h:52m,0,1872.97913,56.5,1,101945,8,-1.9,
142,3.133512002794434,0,10,2019-11-15 00:00:00,-7.1,-5.7,False,0,16,,73.4,2,4,56,0,0,2.3967659354016146,0,2019-11-15T16:56:50.000Z,11,0,N,6,15,0,2019,1573837010,2194,1.487467,50,0,0,2125.63647,90.0,1,101945,0,-3.1,
143,3.3057639485943153,11.7,9,2019-11-15 00:00:00,5.8,28.4,False,0.1,16,,77.3,3,0,56,0.938186646,56.7,2.58770144750286,1224,2019-11-15T16:56:31.000Z,11,0,Y,6,15,1224,2019,1573836991,2158,3.084672,31,02h:50m,0,1776.99524,55.4,1,101945,10,-3.0,
144,2.97448228798578,-0.8,11,2019-11-15 00:00:00,13.2,15.9,False,5.2,16,,68.7,4,4,55,0.927329957,24.7,2.4646035667383237,534,2019-11-15T16:55:09.000Z,11,0,N,6,15,534,2019,1573836909,2166,3.37631035,9,00h:10m,0,2099.07251,75.7,1,101945,50,-1.5,
145,3.1164291385952403,-0.7,11,2019-11-15 00:00:00,-5.9,15.4,False,0.6,16,,70.7,5,4,54,0.911238551,8.2,2.38271949181071,186,2019-11-15T16:54:47.000Z,11,0,Y,6,15,186,2019,1573836887,2265,3.2070477,47,00h:42m,0,2257.31079,85.3,1,101945,18,-3.2,
146,3.054366303855235,4,9,2019-11-15 00:00:00,-5.4,11.1,False,1,16,,72.1,6,4,53,0.8601024,24.2,2.51251575185052,517,2019-11-15T16:53:59.000Z,11,0,N,6,15,517,2019,1573836839,2136,2.672112,59,02h:16m,0,2072.42139,76.0,1,101945,44,-2.9,
147,3.18907119907311,4.6,9,2019-11-15 00:00:00,-18.8,8.7,False,0.2,16,,73.1,7,4,53,0.876776457,24.9,2.5609498070422503,549,2019-11-15T16:53:40.000Z,11,0,N,6,15,549,2019,1573836820,2205,2.23955131,40,02h:22m,0,2135.12256,75.6,1,101945,38,-4.3,
148,3.0097506607428,-1.5,0,2019-11-15 00:00:00,14.1,17.9,False,1.8,16,,69.2,8,4,50,0.8753956,10.2,2.45618143417959,216,2019-11-15T16:50:01.000Z,11,0,N,6,15,216,2019,1573836601,2125,3.57987642,1,11h:58m,0,2113.73755,84.2,1,101945,2,-1.6,
149,3.821578778774679,16.7,9,2019-10-16 00:00:00,1.8,32.8,False,-0.5,17,,79.6,9,4,12,0.8390028,80.3,2.370128054783697,1782,2019-10-16T17:12:45.000Z,10,0,Y,7,16,1782,2019,1571245965,2217,3.000318,45,02h:56m,0,1320.23486,36.5,1,101945,4,-4.4,
150,3.796508470337622,0,9,2019-10-16 00:00:00,32.1,29.1,False,0,17,,79.1,10,4,12,0,0,2.50530741850623,0,2019-10-16T17:12:26.000Z,10,0,N,7,16,0,2019,1571245946,2206,3.49180555,26,0,0,1310.27368,90.0,1,101945,6,-1.5,
151,3.7267471841423463,15.2,9,2019-10-16 00:00:00,2.4,33,False,-0.8,17,,78.3,11,4,12,0.9436063,69.7,2.40989928187827,1571,2019-10-16T17:12:02.000Z,10,0,Y,7,16,1571,2019,1571245922,2256,2.99203467,2,02h:58m,0,1618.484,45.9,1,101945,2,-3.7,
152,3.7719481356546214,0,9,2019-10-16 00:00:00,36,21.8,False,0,17,,79.2,12,4,11,0,0,2.4200385371430255,0,2019-10-16T17:11:41.000Z,10,0,N,7,16,0,2019,1571245901,2128,2.66836953,41,0,0,1350.82825,90.0,1,101945,2,-1.0,
153,3.5602824201097922,16,8,2019-10-16 00:00:00,10.4,26.7,False,-1.7,17,,78.5,13,4,11,0.886788,78.1,2.41483858634772,1704,2019-10-16T17:11:25.000Z,10,0,Y,7,16,1704,2019,1571245885,2182,3.18106437,25,03h:06m,0,1363.09607,38.7,1,101945,54,-3.1,
154,3.7636175910225362,0,9,2019-10-16 00:00:00,27.1,10.7,False,0,17,,78.7,14,4,11,0,0,2.446978153325706,0,2019-10-16T17:11:02.000Z,10,0,N,7,16,0,2019,1571245862,2128,1.92109561,2,0,0,1288.17859,90.0,1,101945,2,-2.2,
155,3.4736132270646696,6.9,9,2019-10-16 00:00:00,3.8,8.2,False,1.8,17,,72.2,15,4,7,0.806555033,34.9,2.207245259260525,808,2019-10-16T17:07:16.000Z,10,0,N,7,16,808,2019,1571245636,2313,2.143003,16,02h:24m,0,2167.69775,69.6,1,101945,36,-1.9,
156,3.5908110290800805,16.4,8,2019-10-16 00:00:00,1.4,24.7,False,-1.5,17,,78.5,16,0,6,0.8740926,78.8,2.38280741832003,1687,2019-10-16T17:06:59.000Z,10,0,Y,7,16,1687,2019,1571245619,2141,2.62756515,59,03h:04m,0,1318.26208,38.0,1,101945,56,-4.2,
157,3.3507513174291,5.3,9,2019-10-16 00:00:00,-12.7,38.7,False,0.5,17,,71.2,17,4,6,0.876835644,33,2.32359514788882,738,2019-10-16T17:06:34.000Z,10,0,N,7,16,738,2019,1571245594,2239,5.008755,34,02h:30m,0,2113.8252,70.8,1,101945,30,-3.8,
158,3.760050694691655,16.5,9,2019-10-16 00:00:00,-0.2,10.1,False,-0.7,17,,79.5,18,0,6,0.8612706,77.9,2.3079934418283603,1684,2019-10-16T17:06:04.000Z,10,0,N,7,16,1684,2019,1571245564,2163,1.28207076,4,02h:58m,0,1356.49817,38.9,1,101945,2,-4.2,
159,3.867976154173287,0,9,2019-10-16 00:00:00,25.4,22.6,False,0,17,,78.6,19,0,5,0,0,2.40225525299526,0,2019-10-16T17:05:41.000Z,10,0,N,7,16,0,2019,1571245541,2184,1.73079062,41,0,0,1360.11377,90.0,1,101945,2,-2.5,
160,3.9648724141630893,0,9,2019-10-16 00:00:00,47,36.6,False,0,17,,80.1,20,0,5,0,0,2.48836647359859,0,2019-10-16T17:05:19.000Z,10,0,N,7,16,0,2019,1571245519,2294,3.35775423,19,0,0,1367.63989,90.0,1,101945,26,0.1,
161,3.657900694536387,15.2,8,2019-10-16 00:00:00,-12.7,30.6,False,-5.5,17,,77.5,21,0,4,0.905566931,78.8,2.2957693604449503,1648,2019-10-16T17:04:25.000Z,10,0,N,7,16,1648,2019,1571245465,2091,3.327453,25,03h:30m,0,1287.26953,38.0,1,101945,30,-5.2,
162,3.4605932795383167,6.9,9,2019-10-16 00:00:00,-19.9,11.6,False,-0.5,17,,72.6,22,4,4,0.919268847,34.9,2.3384538946305655,790,2019-10-16T17:04:03.000Z,10,0,N,7,16,790,2019,1571245443,2262,2.322352,3,02h:42m,0,2119.22559,69.6,1,101945,18,-4.8,
163,2.66642585707134,0,9,2019-10-16 00:00:00,-2.2,6.2,False,0,17,,73.6,23,4,3,0,0,2.509211427698516,0,2019-10-16T17:03:42.000Z,10,0,N,7,16,0,2019,1571245422,2316,6.17626953,42,0,0,2185.01929,90.0,1,101945,26,-2.5,
164,3.4608572559166713,5.2,9,2019-10-16 00:00:00,-14.2,3.7,False,0.2,17,,73.3,24,4,3,0.811497331,27,2.366799737849504,622,2019-10-16T17:03:24.000Z,10,0,N,7,16,622,2019,1571245404,2298,2.00764775,24,02h:28m,0,2212.26538,74.3,1,101945,32,-3.9,
165,0,0,12,2019-10-16 00:00:00,0,0,False,0,17,,0,25,0,3,0,0,0,0,2019-10-16T17:03:07.000Z,10,0,N,7,16,0,2019,1571245387,0,0,7,0,0,0,0,1,101945,0,0,
166,3.604182190517727,6.8,9,2019-10-16 00:00:00,-3.3,23,False,0.7,17,,72.2,26,4,1,0.9032938,36,2.37787828445427,797,2019-10-16T17:01:34.000Z,10,0,Y,7,16,797,2019,1571245294,2214,3.2587,34,02h:32m,0,2065.29028,68.9,1,101945,28,-3.5,
167,3.6451768100026114,6.8,9,2019-10-16 00:00:00,1,31.2,False,0.6,17,,74.5,27,4,1,0.8577019,36.5,2.442163825890567,814,2019-10-16T17:01:15.000Z,10,0,Y,7,16,814,2019,1571245275,2230,3.49839973,15,02h:38m,0,2076.57031,68.6,1,101945,22,-2.6,
168,3.6629986932318,0,9,2019-10-16 00:00:00,-37.6,9.5,False,0,17,,73.6,28,4,0,0,0,2.4191217228371698,0,2019-10-16T17:00:51.000Z,10,0,N,7,16,0,2019,1571245251,2219,1.94294894,51,0,0,1936.45813,90.0,1,101945,12,-6.4,
169,3.9919460034430863,0,9,2019-10-16 00:00:00,-8.1,17.5,False,0,17,,79.5,29,0,0,0,0,2.38335433433136,0,2019-10-16T17:00:24.000Z,10,0,Y,7,16,0,2019,1571245224,2071,2.29940772,24,0,0,1263.78162,90.0,1,101945,0,-5.4,
170,3.657832617108462,0,9,2019-10-16 00:00:00,31.7,11.8,False,0,17,,78.6,30,5,0,0,0,2.1815096653893855,0,2019-10-16T17:00:06.000Z,10,0,N,7,16,0,2019,1571245206,2130,2.27415562,6,0,0,1349.19214,90.0,1,101945,2,-0.0,
171,3.776750924375832,0,9,2019-10-16 00:00:00,22.8,15.2,False,0,16,,76.5,31,5,59,0,0,2.5761692952543602,0,2019-10-16T16:59:48.000Z,10,0,N,7,16,0,2019,1571245188,2127,1.85406232,48,0,0,1547.06042,90.0,1,101945,10,-2.6,
172,3.757221429595491,16.6,9,2019-10-16 00:00:00,14.9,16.9,False,-0.3,16,,78.9,32,0,59,0.8554539,78.8,2.3356891636552346,1685,2019-10-16T16:59:33.000Z,10,0,N,7,16,1685,2019,1571245173,2140,2.16042638,33,02h:56m,0,1318.604,38.0,1,101945,4,-2.8,
173,3.6268057469825608,0,8,2019-10-16 00:00:00,26.4,32.7,False,0,16,,78.2,33,0,59,0,0,2.491958540533184,0,2019-10-16T16:59:15.000Z,10,0,N,7,16,0,2019,1571245155,2070,3.607799,15,0,0,1262.72937,90.0,1,101945,52,-2.1,
174,3.873680058381432,16.4,9,2019-10-16 00:00:00,-1.1,32.8,False,-1,16,,79.7,34,0,58,0.8714326,80.9,2.45079856015566,1682,2019-10-16T16:58:55.000Z,10,0,Y,7,16,1682,2019,1571245135,2081,3.10303879,55,03h:00m,0,1224.35022,36.1,1,101945,0,-4.5,
175,3.744308240599485,18,8,2019-10-16 00:00:00,10.5,11.9,False,-1.4,16,,78.5,35,0,58,0.8993474,87.5,2.4995037702034453,1765,2019-10-16T16:58:37.000Z,10,0,N,7,16,1765,2019,1571245117,2017,1.52530015,37,03h:04m,0,976.9798,29.0,1,101945,56,-3.5,
176,3.881914015086861,16.5,9,2019-10-16 00:00:00,-1.5,28.1,False,-0.5,16,,78.1,36,0,58,0.8889154,79.9,2.3735921952089103,1654,2019-10-16T16:58:19.000Z,10,0,Y,7,16,1654,2019,1571245099,2069,2.594257,19,02h:56m,0,1243.55127,36.9,1,101945,4,-4.4,
177,3.7422255962393645,17.4,8,2019-10-16 00:00:00,4.9,16.5,False,-4.6,16,,77.4,37,0,57,0.8296693,89.3,2.60156890159218,1661,2019-10-16T16:57:59.000Z,10,0,Y,7,16,1661,2019,1571245079,1859,2.554584,59,03h:24m,0,835.49884,26.7,1,101945,36,-4.3,
178,3.969881338055217,0,9,2019-10-16 00:00:00,17.9,41.3,False,0,16,,77.6,38,0,57,0,0,2.52311844215535,0,2019-10-16T16:57:43.000Z,10,0,N,7,16,0,2019,1571245063,2060,4.15422153,43,0,0,1213.99158,90.0,1,101945,4,-3.0,
179,3.7889409506410803,16.8,9,2019-10-01 00:00:00,0.1,20.3,False,0.4,20,,79.8,39,0,20,0.802460432,80,2.88474344270502,1702,2019-10-01T20:20:16.000Z,10,0,Y,8,1,1702,2019,1569961216,2127,2.04749274,16,02h:50m,0,1276.04407,36.9,1,101945,10,-5.1,
